t,x1_100,x2_100,x1_995,x2_995,x1_975,x2_975,x1_950,x2_950
0,1.05536709383765,0.9596707055235045,1.0553710558968734,0.9596743067710009,1.0553869044311457,0.9596887120312807,1.0554067157681106,0.9597067192148212
1,1.2022308059551086,1.0791068117225275,1.202238571874802,1.0791143006128463,1.2022693557971633,1.0791439863618213,1.2023072059287445,1.0791804861447034
2,1.248241588820842,1.191772686760212,1.2482835292784045,1.1918119548254238,1.2484481258569686,1.1919660598052229,1.2486467617813082,1.1921520269862764
3,1.2570915220398133,1.2172186964639782,1.2571159518693469,1.217362778570475,1.257217395962877,1.2179404747878493,1.257352564459334,1.2186655064234424
4,1.257550087422352,1.2201116577134998,1.257540306705362,1.2203256823990656,1.257518813184912,1.2211944355866964,1.2575310794767907,1.2223081459396588
5,1.2356179386087067,1.2172941525578502,1.2355908889184024,1.2174968978372238,1.2355253896861298,1.2183345685385663,1.235537672348015,1.2194395084874419
6,1.2119370109883782,1.1950657384174093,1.2119526031790981,1.1952862472917933,1.2120810729297462,1.1962248447783275,1.212385339946416,1.1975206793259705
7,1.1955968680567626,1.1735442031270744,1.1957117130542023,1.1738965967602604,1.1962685864275828,1.1753825499290809,1.1971749404204433,1.177401781994147
8,1.1766862071493214,1.1645235761601012,1.1768113105092879,1.1650016026154495,1.1774370447822475,1.167012983642274,1.178487839538581,1.1697367550876236
9,1.1566545577479708,1.1533527772386167,1.1568714716291553,1.1538070927916961,1.1578987689145015,1.1557367470418194,1.159522621014648,1.1583847589249232
10,1.1333098750196853,1.1365889728676892,1.133517887914194,1.136952156940328,1.1345439652131906,1.1385435016741834,1.1362378882735142,1.140824942697304
11,1.1310276016382266,1.1228744828244297,1.131360925897054,1.123213730530126,1.1329156804151364,1.1247465787660267,1.1353230524274116,1.1270346420082513
12,1.1229226278779552,1.1079710662704838,1.1232401004997454,1.1083030119589619,1.1247478450385784,1.1098650079812002,1.1271247711133534,1.1123148462187196
13,1.1084746574289999,1.0927072857210431,1.108760009019032,1.09301201239459,1.1101820928775572,1.0945201199023304,1.1125416384726425,1.097015871348135
14,1.0970944071302595,1.0805388609520135,1.0973765417907415,1.0808626493486166,1.098826567890579,1.0824997249526571,1.10130270143447,1.0852633863691026
15,1.0873060512912844,1.069048210471407,1.0876579602760763,1.0693817185005858,1.0894417997438943,1.0710947156762762,1.0924442693937428,1.0740228892761712
16,1.077733081098161,1.0603240539578442,1.0781268718625943,1.0606743098730305,1.0801203706562565,1.0624889207779178,1.0834622532266251,1.0656088476906815
17,1.0661616223469117,1.0496039844674219,1.066587092996609,1.0499235252178778,1.0687437109250681,1.0516562345354254,1.0723555011047194,1.0547566002866793
18,1.0552614088712056,1.0389935843779474,1.055718801629213,1.0392890511732298,1.05804875140964,1.0409646811079225,1.0619632891009763,1.0440720924257096
19,1.0453429829093028,1.0266613256602481,1.0458265922097352,1.0270077627144787,1.0482936492842045,1.028943326131794,1.0524348438674946,1.032488464404392
20,1.0341570702216467,1.0160066366069895,1.0346555827450898,1.0164187564728568,1.0372237112080045,1.018664835045376,1.041570170106676,1.0226876788709784
21,1.0225151540873054,1.005379241522498,1.0230309095917678,1.0058297742561466,1.0257145026995687,1.0082760414631387,1.030294384917007,1.0126362288795265
22,1.0115758905234893,0.993385683283433,1.0121260730097363,0.9938681533383324,1.014984918100485,0.9964772656188408,1.0198542771657302,1.0011000428228174
23,1.0005997827346447,0.9841846186771472,1.0011708269294468,0.9847495451901179,1.0041567970844036,0.9877346420330224,1.009267425949461,0.9929130601262127
24,0.992055088129366,0.9747691873956242,0.9926561368819516,0.9753633143217432,0.9958007829688996,0.9784941046638642,1.0011820896263985,0.9839049849498462
25,0.9844760372571906,0.9648061260041179,0.9850772743090599,0.9653935082645065,0.9882489732271621,0.9685257172040781,0.9937086342822086,0.9739927875204917
26,0.9796548022297629,0.9558190822659387,0.9802296081473207,0.956434558532466,0.9833298951780698,0.9597158741805258,0.9887701587393737,0.9654422006979285
27,0.9735866534509512,0.9478541221412157,0.9740907847853131,0.9485356660001841,0.9769413778427323,0.9521226040601676,0.982136789769298,0.9583097031112753
28,0.9679114677867799,0.9404273165482632,0.9683545693383163,0.9411198180611733,0.9710060333138046,0.9447764784515595,0.9760472645988267,0.9510973767990252
29,0.960806204392687,0.9331780549066785,0.9612092058516885,0.9338879175211564,0.9637568528955152,0.9376451315777126,0.9687831280715293,0.9441517607309439
30,0.9550252188891928,0.9275423073391263,0.9554407487898632,0.9282806969138473,0.9580887736365648,0.9321793018812912,0.9633347331390376,0.9389144061311815
31,0.9503864472253001,0.9241756585973403,0.9508035846879541,0.9249689000978693,0.953495733882498,0.9291095134634796,0.9588652813561582,0.9361911071995008
32,0.946435575053448,0.9207585399625815,0.9468456517619873,0.9215748760247383,0.9495382429545112,0.9258279787622385,0.9549589272660739,0.9330875376005809
33,0.942000411711301,0.9178732885854066,0.942391620339443,0.9187035833644243,0.9450344716733368,0.9230268031425058,0.9504420591457723,0.9303994936344722
34,0.9385280473133993,0.9138204948911012,0.9389139803400304,0.9146211856014329,0.9415666485452465,0.9188358072775987,0.9470495492456577,0.9260910344267613
35,0.9336116100140046,0.9085760290499725,0.9339903596082,0.9093233170551219,0.9366395815793388,0.9133479933205515,0.9421676906249271,0.920416993926408
36,0.9305956592233899,0.904098367410905,0.9310118170418342,0.9048148246803868,0.9338422846118094,0.9087522264345885,0.9396609822516194,0.9157861574705239
37,0.9275398557200822,0.8996944659194561,0.9279868242731869,0.9003849459085015,0.9309721185494143,0.9042571121792835,0.9370447526933385,0.9112859534720473
38,0.9254157508188077,0.8970008133058737,0.9258855848707322,0.8976899284540035,0.9289763158285611,0.9015902304618062,0.9351996140677634,0.9087155928699951
39,0.9218644808411525,0.8938714966840634,0.9223484219322234,0.8945332416318966,0.9255067764268733,0.8983535820654462,0.9318299803349214,0.9054333106617307
40,0.9183986818439008,0.8907094855528216,0.9188904586024996,0.8913313096197456,0.9220940764035855,0.8950180482724961,0.9284992151666174,0.9019795236203981
41,0.9159105003147014,0.8871650627872486,0.9164128604455769,0.8877720246178187,0.9196738581154704,0.8914299762438526,0.926179047844746,0.898413190918359
42,0.9128157387641536,0.8824224920827759,0.9133091802471611,0.8830072032588167,0.9165425639708411,0.8866076717931073,0.9230254201922002,0.8935796904368972
43,0.9080642671232428,0.8785797442265296,0.9085003208899011,0.8791483967438825,0.9115233265803385,0.8827102537881363,0.9177844816021729,0.8896814462968146
44,0.9043293005499138,0.876166694928711,0.9047251087402131,0.8767438717203621,0.9076075789284462,0.8803618268089898,0.9137340265227819,0.8874448756594951
45,0.9013272649429998,0.8733349483049796,0.901727351625057,0.87387555273404,0.904653310198085,0.8773630649111905,0.9108844329832995,0.8843132369828208
46,0.898643216420623,0.87106211234692,0.8990218384669006,0.8715894982713404,0.9018777010813264,0.8750513582648131,0.9080489856515429,0.8820246293848855
47,0.8959084994092915,0.8680298543280478,0.8962682118858086,0.8685231864452813,0.8990648752549234,0.871877690593819,0.9051901630785101,0.8787739827300467
48,0.8928940738497344,0.8652823128051514,0.8932271033760546,0.8657511153864057,0.8959427691401265,0.869034610806749,0.9020189085781644,0.8758949478667404
49,0.8901610008417298,0.8616897885630102,0.8904950477175766,0.8621514716738536,0.8932411614315796,0.8654386507470158,0.8994053863686485,0.872366561356116
50,0.8884129026783661,0.8580448568207101,0.8887395596883597,0.8585300950844282,0.891483165479076,0.8619443774020624,0.8976952966083307,0.8690924578286531
51,0.8859707178807433,0.8554066193630984,0.8862779001575799,0.8559445228322857,0.8889677234515765,0.859589749746864,0.8951560425823234,0.8670574842608394
52,0.8837807903994798,0.8541036382866559,0.8840611413657317,0.8547065434985798,0.886664745308553,0.8586157894948098,0.8927826530036159,0.8664092787420696
53,0.8813210620999947,0.8535360679753388,0.881564144902426,0.854178694659915,0.8840437285032858,0.8582382816973406,0.890053828465499,0.8661931133069225
54,0.8792614973458202,0.8525399405773345,0.879480139805079,0.8532039553442368,0.8818895555989394,0.8573415053613105,0.8878641619273769,0.8653746146429748
55,0.878222063936946,0.8510449636950193,0.8784232348470433,0.8517073465191544,0.8807899622301687,0.8558366810832666,0.8867635693609595,0.8638570454908199
56,0.8770931939916118,0.8487784957323331,0.8772776387721614,0.8494330716991937,0.8796006266843396,0.8535400698608323,0.8855621921802533,0.8615548102927009
57,0.8746963539460653,0.8465284962285683,0.874857589535048,0.8471716646984606,0.877109754021616,0.8512478710694298,0.8830249559038785,0.8592564368251295
58,0.8719955762388539,0.8440296318775806,0.8721332127956057,0.8446519613984268,0.874311383730905,0.8486619627410971,0.8801747228979663,0.8566223715088133
59,0.8702034612963055,0.8409791611569365,0.870355221963555,0.8415816263821909,0.8726084277255931,0.8455333708782087,0.8786001626562474,0.8534636693947861
60,0.8684105540457474,0.8390715402721747,0.8685659683486909,0.8396772806377065,0.870842939688229,0.843660512581966,0.8768795062223382,0.8516645227526846
61,0.8662332039387769,0.8375898568820965,0.8663849700315802,0.8382058618702607,0.8686573177508734,0.8422438203091089,0.8747084382624688,0.8503391949518202
62,0.8647272040081114,0.8362157818950624,0.8648913585838156,0.8368175644088773,0.8672289727459024,0.8408107525345119,0.8733929057178549,0.8488704691572211
63,0.8631720150555645,0.8346462913234041,0.863335791991253,0.8352500615723425,0.8656815450427477,0.8392654377780613,0.871872543443926,0.8473761646583653
64,0.8617575439933814,0.8326868300858109,0.8619355654702312,0.833297465319124,0.8643525847362159,0.8373577231049002,0.8706582494364307,0.8455568138469204
65,0.8602529542606896,0.8302712224885751,0.860442461757466,0.8308728577211839,0.862911617315129,0.8349095690985375,0.8692915233250376,0.8431006982559746
66,0.8592054585881269,0.8282918741066656,0.8594261105546664,0.828892041182059,0.8620299766712118,0.832936361890932,0.868594094113138,0.8411624504980089
67,0.8578940119516046,0.8261920353740723,0.8581356398923914,0.8268016730479283,0.8608314309646877,0.8308961767396131,0.867522283592049,0.8392071553656166
68,0.8557117238654182,0.8235580828917435,0.8559502659958435,0.8241833132636665,0.8586380092460084,0.8283501411751558,0.8653238350076596,0.8367688053634711
69,0.8536103086106023,0.8222296431270546,0.8538357228564982,0.8228799055077086,0.856475946201722,0.8271463156773483,0.8631107578048562,0.8356855066921495
70,0.8510100212510824,0.8212898671796744,0.8512312922445695,0.8219629441460417,0.8538640897650346,0.826314873986204,0.8605073257931731,0.834946351136491
71,0.8488726890743458,0.8199575055690898,0.8491133408769336,0.8206317003711111,0.851834812389455,0.8249822070217624,0.8586093858027212,0.8336004542616594
72,0.8464584215217148,0.8187638117098325,0.8467228142998219,0.8194314265864258,0.8495427884813465,0.8237520988285911,0.8564430794440387,0.8323292769504738
73,0.8442000792483,0.8180352416890172,0.8444771205835542,0.8187113351794992,0.8473489237036262,0.8230635596023816,0.8543139198568706,0.8316774985510448
74,0.8423216765210192,0.8174813834419108,0.8426068970226459,0.8181688620675268,0.845511062553961,0.8225671211274517,0.852515626188171,0.8312414710503649
75,0.8408887585258717,0.8170013927675506,0.8411874491107034,0.8176954802704128,0.8441438646882443,0.8221158890002103,0.8512105558147597,0.8308099673464853
76,0.8385325688771184,0.8162848449704732,0.8388219806478255,0.8169916658882006,0.8417408186834414,0.8214624023460693,0.8487605750091113,0.8302198044057246
77,0.8362985315810537,0.8149686484733614,0.8365967910471055,0.8156757050508666,0.8395568971901842,0.8201491627921296,0.8466416839863801,0.828915748277363
78,0.8346862340389497,0.814065048259522,0.8350023106789952,0.8147685748820416,0.8380372102498471,0.8192291580366328,0.8452223927507232,0.827983518232243
79,0.8332213631858763,0.8130901728448091,0.8335513121988225,0.8137957926956774,0.8366422562930066,0.8182715452085509,0.8438966746931773,0.8270585191670291
80,0.8314505666314935,0.8123015318364524,0.8317831089174405,0.8130067767554956,0.8348876402259061,0.8174868420693661,0.8421658090232792,0.8262901973859256
81,0.8302150042934376,0.8115875694443473,0.8305560786574262,0.8122883980168387,0.8336982089296917,0.816758587814686,0.8410292085728115,0.8255639767521734
82,0.8286327603369835,0.8104914840807861,0.828983558844248,0.811178995388934,0.8321733009695441,0.8156035989291253,0.8395810838920859,0.8243656724554923
83,0.8274917323691209,0.8098279050583218,0.8278600334165285,0.8105134272571466,0.8311227068859581,0.8149421833238936,0.8386247548411704,0.8237320611554014
84,0.8258113258390409,0.8090999048937825,0.8261817756729194,0.8097828380688316,0.8294575807321237,0.8142105874330664,0.8369823714858126,0.8230150722981611
85,0.8249815037855934,0.8082892234203084,0.8253688944211544,0.8089539817620204,0.8287145002062474,0.813320044835672,0.8363275083626982,0.8220682098203237
86,0.8241176462592692,0.8074098618436136,0.824511173002559,0.8080433596818516,0.8278805779513898,0.8122950880991482,0.8355183205802372,0.820922235571505
87,0.823095994848653,0.8065806842806174,0.8234885604505725,0.8071938389216203,0.8268563420028496,0.8113729543077355,0.8344951176839638,0.8199284416810418
88,0.8221136753685969,0.8059537693964716,0.8224935323814043,0.8065606304742401,0.8258121847961596,0.810726559839897,0.8333933208990362,0.819290622491975
89,0.8212576240451689,0.8049587798653924,0.8216401949916053,0.8055524510539499,0.8249766461402592,0.8096776938555373,0.8325947519748285,0.8182152026450167
90,0.8206815109456673,0.8043675171199102,0.8210627225411586,0.8049586017473874,0.8244019895697672,0.8090822098802051,0.8320405157742917,0.8176333017573691
91,0.8202734920209597,0.8036672853239841,0.8206510862236669,0.8042505145440245,0.8239804357767353,0.8083529527438275,0.8316147264990034,0.8168974047925431
92,0.8196830282034264,0.8026796449906486,0.8200497272874431,0.8032513217693562,0.8233403087924465,0.807318508481202,0.8309362044459883,0.815839162745271
93,0.8193576363026257,0.8016673416938177,0.8197227097694667,0.8022314529292227,0.8230122707522503,0.8062731565685739,0.8306179620433127,0.8147692997055576
94,0.8184045930100946,0.8010397996503751,0.8187600282723265,0.8016101852803798,0.8220188626862479,0.8056825113715936,0.829601877087366,0.8142262466471537
95,0.8178023824744272,0.8001142471152509,0.8181697658010169,0.8006820751149779,0.8214850990736927,0.8047505191034046,0.8291552103919545,0.8133020352811623
96,0.8177839056798635,0.7992346237558665,0.818171030406791,0.7998084270189242,0.8215682131269305,0.8039075320514512,0.829345025000851,0.8125095022316603
97,0.8174563832360517,0.7987513282037567,0.817850063098762,0.7993257008343168,0.8212719442961042,0.8034263392354838,0.8290750797577142,0.8120263089976784
98,0.8170130193687687,0.7981695577121226,0.8174050594868261,0.7987375675723847,0.8208180403921902,0.8028138822604594,0.8286055024662917,0.8113844678380455
99,0.8162531105033657,0.7973444437678775,0.8166463420393655,0.7979027749628268,0.8200638565278595,0.801942951777213,0.8278575138474408,0.8104745832573907
